index,time,red1,red2,red3,red4,red5,blue1,blue2,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,hit9
7001, 2007-05-30,22,24,29,31,35,4,11,2,8,9,50,682,2847,39943,443014,0
7002, 2007-06-02,15,22,31,34,35,5,12,1,3,2,31,662,2455,35975,416206,0
7003, 2007-06-04,3,4,18,23,32,1,6,1,2,17,63,925,4144,49036,493402,0
7004, 2007-06-06,6,10,16,17,25,2,4,0,23,39,38,2241,5999,62109,539808,0
7005, 2007-06-09,1,9,19,20,30,2,11,0,15,95,57,1726,8808,49040,523792,0
7006, 2007-06-11,1,16,20,23,28,3,6,1,3,13,42,814,2574,37244,439466,0
7007, 2007-06-13,14,16,25,26,35,4,9,0,6,4,94,993,4735,71918,687581,0
7008, 2007-06-16,2,8,11,21,23,4,7,0,8,24,94,2581,6323,83124,719750,0
7009, 2007-06-18,1,3,9,19,34,9,12,0,7,9,39,861,3346,39342,424771,0
7010, 2007-06-20,6,8,18,29,34,9,11,0,4,13,43,981,3560,42145,445114,0
7011, 2007-06-23,29,32,33,34,35,9,10,0,3,11,48,750,2863,37665,462311,0
7012, 2007-06-25,3,12,15,29,34,7,11,1,7,8,38,760,3015,37969,432786,0
7013, 2007-06-27,12,17,27,29,34,6,9,0,12,18,38,915,3236,41931,461394,0
7014, 2007-06-30,1,2,7,29,32,6,7,0,6,15,39,942,3913,50273,570251,0
7015, 2007-07-02,2,8,12,13,17,11,12,1,8,19,66,1015,3958,44714,476052,0
7016, 2007-07-04,1,14,19,24,31,3,12,0,6,16,47,1063,3824,45459,504897,0
7017, 2007-07-07,13,14,29,32,34,3,12,1,4,15,36,1095,3836,41422,446256,0
7018, 2007-07-09,3,4,16,23,28,6,9,0,13,30,105,1780,8087,69320,619502,0
7019, 2007-07-11,3,6,17,22,23,4,6,0,10,14,55,1274,4309,55485,570600,0
7020, 2007-07-14,2,6,11,12,18,5,12,1,7,26,83,1708,6018,72996,743175,0
7021, 2007-07-16,2,4,24,29,33,1,2,0,3,6,28,814,3060,40785,484727,0
7022, 2007-07-18,8,10,12,23,25,3,10,0,5,20,72,1254,5294,68103,677135,0
7023, 2007-07-21,8,10,23,32,34,8,10,1,3,15,45,1087,4287,55814,617624,0
7024, 2007-07-23,6,16,20,25,31,4,9,0,11,29,154,1633,6869,80857,767271,0
7025, 2007-07-25,22,24,26,27,34,2,10,0,2,12,28,819,3328,41672,500202,0
7026, 2007-07-28,5,9,13,33,35,1,8,0,6,24,149,1991,8816,91450,805756,0
7027, 2007-07-30,2,3,10,19,27,6,10,0,10,14,53,1293,4704,55606,598700,0
7028, 2007-08-01,20,26,30,34,35,3,10,0,8,15,24,921,3112,39071,471366,0
7029, 2007-08-04,15,22,25,29,35,9,11,0,5,17,73,1967,5654,84728,843490,0
7030, 2007-08-06,11,14,27,33,35,2,7,0,4,23,77,1023,4783,64244,709995,0
7031, 2007-08-08,3,21,27,31,32,6,8,0,9,12,70,1257,4952,67560,733948,0
7032, 2007-08-11,1,13,21,23,32,4,11,1,2,16,116,1321,5981,78902,842448,0
7033, 2007-08-13,1,5,8,14,22,3,12,1,15,21,116,1498,6372,84217,878080,0
7034, 2007-08-15,6,8,11,13,22,2,11,0,4,20,113,1485,6212,67443,668323,0
7035, 2007-08-18,7,11,16,31,32,1,12,0,9,13,42,1264,6121,70943,763503,0
7036, 2007-08-20,15,18,21,27,34,1,2,0,3,33,22,930,4912,39700,487500,0
7037, 2007-08-22,1,6,7,17,31,11,12,0,6,18,39,894,4112,44698,513701,0
7038, 2007-08-25,6,21,25,27,32,8,9,0,4,16,49,1435,4454,66663,739152,0
7039, 2007-08-27,10,11,20,21,35,7,11,6,6,22,45,1267,4528,56091,629245,0
7040, 2007-08-29,5,21,25,28,35,1,4,1,5,8,40,993,4405,47740,557244,0
7041, 2007-09-01,3,16,17,22,35,1,8,4,8,23,73,1557,6390,66277,708585,0
7042, 2007-09-03,7,10,22,31,35,5,6,4,8,23,73,1557,6390,66277,708585,0
7043, 2007-09-05,4,9,22,24,31,2,6,2,27,65,116,2178,7961,84516,827484,0
7044, 2007-09-08,4,5,7,12,26,1,10,1,8,21,87,1595,6900,83962,875762,0
7045, 2007-09-10,9,16,20,26,35,11,12,0,9,27,38,1382,4237,54332,623091,0
7046, 2007-09-12,4,16,18,23,30,1,10,0,7,44,28,1318,5217,49921,587811,0
7047, 2007-09-15,1,6,15,19,35,2,9,0,7,18,137,1947,8713,119358,1180758,0
7048, 2007-09-17,8,25,26,29,35,6,8,0,10,15,106,2142,6839,98985,972368,0
7049, 2007-09-19,9,10,15,17,32,4,6,0,9,15,82,1539,5336,75185,811141,0
7050, 2007-09-22,13,21,22,30,35,1,11,0,6,30,103,1738,7519,82318,798783,0
7051, 2007-09-24,3,7,24,28,35,8,11,0,13,48,68,2289,9506,77563,789533,0
7052, 2007-09-26,1,14,29,32,33,5,10,0,12,16,100,1606,6997,88890,915329,0
7053, 2007-09-29,11,16,19,21,25,1,10,0,14,21,52,1202,6442,61644,719963,0
7054, 2007-10-01,4,10,19,29,34,3,6,1,15,34,92,1819,5808,73784,749566,0
7055, 2007-10-03,10,16,24,31,33,7,10,0,7,15,44,959,3626,48151,48151,0
7056, 2007-10-06,4,11,17,20,21,5,9,1,4,16,95,1893,7056,93278,955577,0
7057, 2007-10-08,14,16,30,32,35,6,7,0,9,4,44,1135,4351,57822,665727,0
7058, 2007-10-10,8,21,25,28,33,2,6,0,10,34,93,1806,7430,68946,743962,0
7059, 2007-10-13,4,15,23,31,33,3,9,0,10,5,123,1672,7174,90871,967481,0
7060, 2007-10-15,12,13,29,30,31,4,7,3,20,27,178,1906,9147,122746,1163445,0
7061, 2007-10-17,2,10,19,28,29,2,9,0,9,33,97,2118,8877,79079,805530,0
7062, 2007-10-20,1,4,10,14,29,11,12,0,10,36,112,2195,8652,97081,1056370,0
7063, 2007-10-22,10,31,33,34,35,7,12,0,9,12,46,2196,6020,62263,672702,0
7064, 2007-10-24,2,16,32,33,35,5,10,2,17,31,193,2161,10200,119063,1115614,0
7065, 2007-10-27,19,20,24,29,31,9,10,0,5,9,46,1638,5685,80614,869963,0
7066, 2007-10-29,4,7,8,19,24,7,12,0,11,37,80,2025,7074,78043,798405,0
7067, 2007-10-31,11,18,25,30,31,4,9,2,12,42,191,2507,11715,108810,1004648,0
7068, 2007-11-03,4,9,13,14,33,6,10,0,10,43,139,2216,9037,104442,1037520,0
7069, 2007-11-05,2,13,16,21,35,1,5,0,8,22,47,2204,6937,82564,879816,0
7070, 2007-11-07,7,26,29,30,35,3,4,0,10,27,62,2122,6754,99838,1046798,0
7071, 2007-11-10,10,22,32,33,35,1,7,0,27,68,80,3393,11168,109775,1060683,0
7072, 2007-11-12,21,24,26,27,33,1,5,0,5,11,31,1095,4163,50030,629763,0
7073, 2007-11-14,4,5,9,12,23,2,11,0,27,24,256,3443,14463,169075,1289105,0
7074, 2007-11-17,16,17,23,24,31,5,10,0,11,33,104,2145,9461,97796,1031225,0
7075, 2007-11-19,5,11,20,30,32,7,11,0,9,26,98,1862,6869,79574,832755,0
7076, 2007-11-21,2,9,12,15,31,9,10,0,8,16,94,1705,6048,88009,990234,0
7077, 2007-11-24,4,6,12,13,24,1,4,1,10,41,81,2160,8899,86686,942929,0
7078, 2007-11-26,9,12,14,22,23,1,2,0,6,20,54,1476,5367,60589,686945,0
7079, 2007-11-28,6,9,25,26,31,2,8,3,20,31,142,1928,6920,88096,928100,0
7080, 2007-12-01,1,15,20,25,27,5,10,2,9,14,88,1552,7467,90391,1059761,0
7081, 2007-12-03,6,18,20,22,35,4,9,0,6,34,96,1397,6562,86170,957792,0
7082, 2007-12-05,3,5,14,33,34,7,8,0,14,25,145,3014,9104,136003,1322002,0
7083, 2007-12-08,1,5,20,21,24,3,4,0,6,17,38,1255,4574,64951,805344,0
7084, 2007-12-10,5,11,18,29,34,10,11,0,18,33,81,2051,6105,79448,888200,0
7085, 2007-12-12,17,24,28,29,33,2,5,0,18,33,91,2550,8330,105409,1072317,0
7086, 2007-12-15,14,18,19,26,28,3,9,0,21,19,147,2248,8709,128095,1271820,0
7087, 2007-12-17,8,18,30,31,33,4,9,0,11,25,91,2033,7762,97722,1026605,0
7088, 2007-12-19,17,18,21,23,33,6,10,0,4,12,86,2236,6856,104872,1188813,0
7089, 2007-12-22,8,13,24,30,34,1,12,1,34,47,77,2170,8071,112174,1313290,0
7090, 2007-12-24,4,20,24,31,33,9,12,0,30,65,74,2597,9113,85420,879906,0
7091, 2007-12-26,7,12,26,31,32,3,8,3,20,35,515,3880,18919,184720,1430411,0
7092, 2007-12-29,6,19,27,28,29,6,10,1,15,43,156,4605,14595,162481,1464269,0
7093, 2007-12-31,6,8,16,25,27,8,12,0,18,12,64,2082,7078,82048,860893,0
8001, 2008-01-02,1,2,11,34,35,3,10,0,36,111,134,2978,16286,101635,1060972,0
8002, 2008-01-05,1,12,24,31,32,10,12,0,10,47,56,1684,6647,71117,805985,0
8003, 2008-01-07,1,11,13,32,35,2,7,1,13,49,96,1502,7268,95185,1218998,0
8004, 2008-01-09,9,22,24,31,33,8,9,2,30,39,213,6322,14036,200115,1546773,0
8005, 2008-01-12,18,25,29,31,34,9,10,0,13,20,115,2386,8871,111048,1071256,0
8006, 2008-01-14,10,12,26,29,34,5,7,5,9,18,120,2362,9311,122776,1235860,0
8007, 2008-01-16,3,4,5,12,28,3,12,1,12,27,121,2349,10203,101975,997097,0
8008, 2008-01-19,2,6,8,17,32,8,9,0,21,29,64,2534,7673,102032,1041061,0
8009, 2008-01-21,4,8,12,24,30,5,8,0,7,36,121,1985,7824,84570,852966,0
8010, 2008-01-23,6,23,24,27,29,6,8,0,16,23,82,1888,7218,7218,7218,0
8011, 2008-01-26,14,20,22,24,27,7,10,0,4,19,91,1526,6488,102626,1177745,0
8012, 2008-01-28,2,10,29,32,35,2,3,1,11,13,62,1664,6475,69352,774138,0
8013, 2008-01-30,1,11,19,22,35,5,9,0,10,23,127,2006,8004,98998,1056684,0
8014, 2008-02-02,4,7,10,28,34,1,6,0,11,37,97,2167,8673,106702,1093172,0
8015, 2008-02-04,9,18,20,27,33,6,9,2,22,180,191,3610,26065,108112,1108855,0
8016, 2008-02-13,8,10,11,17,19,6,9,0,3,31,43,1531,6663,63999,666994,0
8017, 2008-02-16,2,14,25,29,32,1,6,2,13,122,41,1590,10509,57686,723200,0
8018, 2008-02-18,3,6,7,11,30,2,3,0,12,27,57,1905,6068,84366,868820,0
8019, 2008-02-20,8,24,25,29,31,4,5,1,22,33,178,4064,10978,163297,1402087,0
8020, 2008-02-23,4,5,15,17,33,4,8,2,17,42,106,2874,9373,126673,1219105,0
8021, 2008-02-25,5,10,13,21,24,4,9,0,9,17,84,1592,6675,75087,832288,0
8022, 2008-02-27,9,12,13,25,31,8,10,0,30,56,141,3193,9069,121401,1135576,0
8023, 2008-03-01,6,26,31,32,34,7,10,8,30,38,615,6304,20570,235996,1681311,0
8024, 2008-03-03,8,12,17,20,30,1,2,0,9,35,51,1855,7102,71356,778481,0
8025, 2008-03-05,6,10,12,15,28,4,12,0,12,42,60,2221,7660,86318,918828,0
8026, 2008-03-08,1,21,22,24,25,8,10,1,8,17,91,1661,6043,83341,958390,0
8027, 2008-03-10,5,17,23,31,32,4,8,1,12,36,104,2010,7596,77209,812496,0
8028, 2008-03-12,3,11,17,19,26,7,12,1,12,23,164,2378,9868,105311,1033103,0
8029, 2008-03-15,6,11,18,29,30,4,11,0,46,55,206,4852,14134,153006,1375218,0
8030, 2008-03-17,3,21,23,26,35,5,8,0,5,17,70,1197,5526,73832,876512,0
8031, 2008-03-19,14,20,23,27,28,2,4,1,7,26,41,1652,7805,69681,792137,0
8032, 2008-03-22,3,9,19,27,33,9,10,0,18,56,185,4003,11672,160625,1423469,0
8033, 2008-03-24,3,10,21,23,30,1,9,0,1,23,48,1287,5081,55561,653030,0
8034, 2008-03-26,6,7,18,34,35,5,10,0,9,39,144,2006,9598,90300,939698,0
8035, 2008-03-29,2,12,13,29,30,5,7,3,37,70,145,2949,10308,101274,1014729,0
8036, 2008-03-31,9,19,22,30,32,1,10,0,4,16,58,1295,6889,61807,707618,0
8037, 2008-04-02,11,20,24,31,35,4,10,1,17,56,62,3170,11550,99207,963311,0
8038, 2008-04-05,12,13,19,32,33,2,10,1,8,30,76,1520,6627,70488,811315,0
8039, 2008-04-07,7,11,15,27,35,4,7,1,4,18,144,1508,6880,82549,877209,0
8040, 2008-04-09,4,8,19,22,29,8,11,0,31,25,219,3375,11287,138841,1222983,0
8041, 2008-04-12,7,17,21,22,28,5,10,0,9,45,147,2178,9194,105741,1122497,0
8042, 2008-04-14,5,10,13,32,35,4,5,0,15,37,56,2135,8384,82297,871239,0
8043, 2008-04-16,5,8,10,31,33,2,4,0,5,14,48,1502,5241,64682,762232,0
8044, 2008-04-19,2,21,23,27,32,10,11,0,2,15,56,1479,5391,70201,816009,0
8045, 2008-04-21,14,32,33,34,35,2,4,0,14,59,59,2302,10100,52655,630400,0
8046, 2008-04-23,11,25,26,27,35,7,8,11,9,22,210,1761,7044,97880,1041112,0
8047, 2008-04-26,12,18,22,23,30,6,12,1,21,49,263,3676,13431,152643,1297859,0
8048, 2008-04-28,1,13,22,25,27,2,10,0,5,20,64,1422,5994,62127,731201,0
8049, 2008-04-30,1,11,14,28,30,3,10,0,9,14,84,1685,6213,77753,849204,0
8050, 2008-05-03,1,5,11,26,27,3,7,1,20,16,72,1482,5476,64716,723249,0
8051, 2008-05-05,1,7,9,11,33,3,11,0,3,18,51,1138,3852,53922,617387,0
8052, 2008-05-07,3,18,19,30,35,5,9,2,25,17,308,3525,12543,166198,1391827,0
8053, 2008-05-10,1,13,21,23,32,3,6,1,16,79,76,1831,7424,77650,878995,0
8054, 2008-05-12,5,14,23,31,35,2,6,1,24,59,100,2797,9213,83546,844622,0
8055, 2008-05-14,2,14,28,30,35,4,12,0,16,13,59,1320,5101,67949,811453,0
8056, 2008-05-17,15,19,25,30,31,3,9,0,6,17,72,1629,7175,86015,914751,0
8057, 2008-05-19,5,8,9,17,33,5,6,1,12,27,143,2540,8888,118325,1115769,0
8058, 2008-05-21,3,9,11,29,33,3,12,0,5,28,78,1678,7067,69513,755079,0
8059, 2008-05-24,7,13,21,25,31,8,10,0,41,53,238,4245,13275,152829,1340191,0
8060, 2008-05-26,3,13,17,23,30,1,11,0,13,28,62,1611,7024,64771,806057,0
8061, 2008-05-28,7,10,14,19,32,3,6,0,12,31,114,2037,8252,89375,899940,0
8062, 2008-05-31,1,15,27,28,29,3,10,1,16,74,109,2499,9984,94081,984814,0
8063, 2008-06-02,7,11,24,30,35,6,8,1,11,19,113,2152,8005,93186,936245,0
8064, 2008-06-04,14,18,24,27,31,6,7,0,8,17,63,1738,5945,85184,914510,0
8065, 2008-06-07,19,22,23,25,32,6,12,0,13,43,46,2197,9832,87749,936389,0
8066, 2008-06-09,2,7,21,22,25,4,12,0,3,17,31,1043,3944,56288,679268,0
8067, 2008-06-11,3,10,14,15,22,4,7,0,7,19,104,1408,6083,70283,784412,0
8068, 2008-06-14,6,9,11,33,34,6,10,2,18,60,131,3424,12882,135418,1303257,0
8069, 2008-06-16,5,13,16,29,33,6,8,1,16,46,71,3426,10952,115683,1117643,0
8070, 2008-06-18,9,17,18,21,31,1,5,1,16,25,94,2661,8386,97276,981080,0
8071, 2008-06-21,1,5,11,14,25,1,9,0,11,42,71,1926,7260,83466,942799,0
8072, 2008-06-23,10,25,32,33,34,3,9,0,1,16,61,1702,5724,81511,892229,0
8073, 2008-06-25,2,5,6,7,31,8,10,0,4,14,69,1611,5792,88557,1028795,0
8074, 2008-06-28,10,13,22,31,35,4,12,1,14,27,57,2021,7277,97690,1045115,0
8075, 2008-06-30,1,10,13,30,33,6,7,0,7,13,75,1619,6597,99717,1151895,0
8076, 2008-07-02,3,5,10,27,34,1,12,1,5,29,79,1101,5323,54851,668388,0
8077, 2008-07-05,1,8,21,33,34,5,7,0,12,31,86,1499,5722,75566,920975,0
8078, 2008-07-07,8,17,20,28,31,7,11,0,9,35,93,2425,8027,100141,995460,0
8079, 2008-07-09,20,23,26,32,33,5,12,0,9,28,68,1591,7004,81550,938059,0
8080, 2008-07-12,6,9,29,31,33,5,11,3,14,39,216,2930,13664,118461,1266441,0
8081, 2008-07-14,7,8,20,22,29,4,7,2,13,21,143,2293,9194,112385,1172625,0
8082, 2008-07-16,15,19,29,33,35,1,2,0,6,26,44,1536,6505,84029,971168,0
8083, 2008-07-19,6,14,15,30,31,3,10,0,26,39,250,3173,14929,191032,1761185,0
8084, 2008-07-21,2,17,20,22,25,5,11,0,9,18,62,2087,6662,92921,1040103,0
8085, 2008-07-23,3,7,13,15,19,2,10,1,11,73,116,2695,11724,127414,1320495,0
8086, 2008-07-26,1,6,10,22,35,3,7,1,20,47,205,3778,14141,175032,1684724,0
8087, 2008-07-28,14,22,32,33,35,1,5,0,21,62,87,3730,12179,130123,1303861,0
8088, 2008-07-30,7,11,19,27,31,2,3,6,284,618,637,17921,45147,306298,2054430,0
8089, 2008-08-02,8,13,24,32,33,3,9,2,29,83,279,6626,19494,223432,1978605,0
8090, 2008-08-04,4,11,18,33,34,2,6,0,18,40,117,4207,11554,148246,1413321,0
8091, 2008-08-06,9,13,19,22,25,4,10,0,35,37,323,4822,16083,209362,1858640,0
8092, 2008-08-09,3,23,26,32,34,4,9,2,20,27,151,2096,9943,115326,1286058,0
8093, 2008-08-11,6,7,10,24,30,5,8,8,37,52,768,6528,27900,313535,2269339,0
8094, 2008-08-13,7,12,19,27,34,11,12,1,25,36,122,3504,10747,136554,1398115,0
8095, 2008-08-16,3,4,11,21,25,1,7,0,19,28,223,3397,12608,164342,1720574,0
8096, 2008-08-18,6,7,12,25,28,2,12,0,19,61,114,2356,9175,97865,1058268,0
8097, 2008-08-20,1,10,31,33,35,3,10,19,122,96,2504,12658,54241,471388,2689027,0
8098, 2008-08-23,7,10,22,27,33,4,8,2,35,61,251,3971,16408,163639,1616330,0
8099, 2008-08-25,3,18,23,25,30,6,10,0,15,45,147,3794,11099,148472,1414814,0
8100, 2008-08-27,12,20,26,29,30,2,6,2,9,29,89,2418,8193,96219,1057569,0
8101, 2008-08-30,10,13,23,31,33,4,11,1,27,45,225,4262,15111,164507,1536864,0
8102, 2008-09-01,5,25,26,29,35,3,10,3,21,45,103,2449,9667,128838,1316720,0
8103, 2008-09-03,2,11,22,30,34,4,9,1,24,49,230,4213,13938,163328,1515780,0
8104, 2008-09-06,7,8,10,24,34,8,11,2,8,31,77,2764,8565,128058,1440084,0
8105, 2008-09-08,12,21,22,26,35,4,5,0,17,37,135,4459,10513,150503,1374690,0
8106, 2008-09-10,3,5,21,28,33,2,6,0,20,38,189,3846,15344,204453,1734706,0
8107, 2008-09-13,1,2,13,15,16,4,9,0,19,31,121,2503,11121,143142,1662894,0
8108, 2008-09-15,11,16,24,29,32,9,11,2,16,58,96,2714,11216,107894,1145128,0
8109, 2008-09-17,1,10,18,28,34,5,8,1,13,22,215,2247,11616,162565,1735902,0
8110, 2008-09-20,5,16,25,27,33,4,9,2,22,59,229,3916,16109,158193,1557470,0
8111, 2008-09-22,2,11,12,14,19,5,9,0,13,35,70,1784,10430,92930,1100585,0
8112, 2008-09-24,4,18,26,32,33,5,8,0,17,40,73,2645,10157,110907,1199829,0
8113, 2008-09-27,11,14,17,19,22,1,8,0,6,29,75,2000,8705,94317,1152010,0
8114, 2008-09-29,2,3,22,27,31,6,7,3,23,30,667,6283,27831,305114,2214321,0
8115, 2008-10-01,7,9,19,21,33,7,10,4,21,53,184,3950,13901,163296,1550711,0
8116, 2008-10-04,6,8,15,24,31,1,3,1,42,58,168,5276,13420,159983,1411152,0
8117, 2008-10-06,13,23,24,25,30,2,8,1,25,67,199,6223,17647,207692,1643892,0
8118, 2008-10-08,6,9,19,25,30,6,12,3,19,53,146,2733,9418,106920,1175528,0
8119, 2008-10-11,1,2,10,19,27,1,11,0,18,32,110,2440,9704,116058,1275559,0
8120, 2008-10-13,21,23,24,25,32,3,4,2,9,24,107,2498,7248,119281,1376773,0
8121, 2008-10-15,11,23,24,32,35,4,10,1,13,34,169,2526,10748,139994,1393781,0
8122, 2008-10-18,3,6,12,20,29,9,12,0,75,76,276,9868,19167,269924,2060002,0
8123, 2008-10-20,1,6,12,28,31,8,9,1,19,30,77,2319,7687,121032,1421707,0
8124, 2008-10-22,2,10,13,29,33,6,10,3,56,86,529,7209,26040,258847,1954608,0
8125, 2008-10-25,1,4,28,33,34,6,11,0,10,29,77,2119,8874,124519,1407703,0
8126, 2008-10-27,9,29,32,34,35,1,8,0,24,71,110,4037,15004,129325,1329657,0
8127, 2008-10-29,8,21,22,31,33,1,7,2,83,183,171,6805,22238,194521,1795335,0
8128, 2008-11-01,12,15,23,24,25,10,11,0,17,52,116,3426,11602,128979,1374306,0
8129, 2008-11-03,13,16,20,25,27,4,5,0,40,66,214,5263,14278,204310,1893165,0
8130, 2008-11-05,3,5,22,29,34,7,12,2,28,60,169,3203,14677,148392,1474283,0
8131, 2008-11-08,8,9,12,21,32,7,11,1,13,41,145,2980,13734,123500,1308185,0
8132, 2008-11-10,6,14,24,27,29,5,9,3,15,46,230,3265,12389,165133,1583929,0
8133, 2008-11-12,10,12,15,33,35,3,9,0,13,27,144,3063,10602,156549,1607957,0
8134, 2008-11-15,11,13,15,28,35,8,10,1,16,31,141,2945,11839,194798,2026862,0
8135, 2008-11-17,7,22,25,29,33,1,12,4,31,164,143,4205,20928,136468,1392500,0
8136, 2008-11-19,3,28,29,32,34,1,6,0,11,15,74,2323,8445,113719,1258617,0
8137, 2008-11-22,1,10,25,32,35,5,9,1,27,87,211,4426,14796,172867,1664423,0
8138, 2008-11-24,4,5,18,22,35,7,8,1,12,25,144,2591,9488,146245,1606757,0
8139, 2008-11-26,1,6,10,14,22,6,8,0,14,29,80,1749,7185,92618,1077499,0
8140, 2008-11-29,2,9,11,29,32,8,9,2,54,124,213,5420,17953,165448,1574958,0
8141, 2008-12-01,9,15,18,30,34,4,5,1,9,23,64,2453,7312,115830,1292956,0
8142, 2008-12-03,6,18,21,30,35,8,9,1,13,28,56,2057,6267,83343,956775,0
8143, 2008-12-06,1,2,22,29,32,1,4,0,37,63,123,3843,13492,126000,1244762,0
8144, 2008-12-08,10,19,27,28,33,5,12,1,68,219,292,7753,29959,208179,1739085,0
8145, 2008-12-10,5,16,27,29,30,5,11,1,25,59,175,3225,12998,147162,1475626,0
8146, 2008-12-13,9,23,24,26,33,7,12,3,16,30,232,2990,11508,134921,1438351,0
8147, 2008-12-15,16,18,19,24,35,11,12,2,4,40,49,1430,6648,71624,854497,0
8148, 2008-12-17,3,7,20,33,35,4,7,0,6,34,104,2333,9934,126064,1376220,0
8149, 2008-12-20,2,5,6,27,29,3,4,0,12,34,73,2613,9808,121923,1376297,0
8150, 2008-12-22,1,9,10,15,25,3,8,0,32,66,164,4940,15629,167594,1529919,0
8151, 2008-12-24,7,10,27,31,34,8,9,0,19,67,150,3773,11515,155601,1668315,0
8152, 2008-12-27,3,5,14,20,33,7,11,2,15,36,127,3153,12501,150108,1550953,0
8153, 2008-12-29,2,4,6,25,26,2,5,1,19,20,151,2894,10910,163065,1673182,0
8154, 2008-12-31,5,7,10,29,32,4,6,4,52,74,391,8362,20145,281480,2209668,0
9001, 2009-01-03,1,15,23,27,30,4,10,2,24,44,133,3771,12189,153969,1609073,0
9002, 2009-01-05,1,4,7,12,30,5,10,0,4,17,72,1665,7365,94552,1156010,0
9003, 2009-01-07,16,18,23,30,32,2,11,0,7,17,59,1460,6520,88329,1046136,0
9004, 2009-01-10,1,3,22,32,35,6,10,0,10,20,146,2756,10766,125713,1353867,0
9005, 2009-01-12,10,11,15,31,32,5,8,0,8,27,229,2074,11704,165445,1713693,0
9006, 2009-01-14,2,4,22,31,35,9,12,0,27,58,105,3164,9714,134131,1470369,0
9007, 2009-01-17,6,14,15,29,35,6,11,1,35,66,253,3693,15637,173956,1679233,0
9008, 2009-01-19,4,17,21,29,31,2,12,1,19,32,68,2119,8294,89440,999464,0
9009, 2009-01-21,12,18,23,26,32,6,9,4,25,56,222,3345,13351,143603,1383080,0
9010, 2009-01-24,2,9,12,21,29,7,11,0,25,60,181,3251,12230,139053,1467108,0
9011, 2009-02-02,2,11,13,14,21,2,4,0,9,26,43,1487,5611,76974,879565,0
9012, 2009-02-04,2,5,20,25,31,10,12,1,6,15,59,1923,6615,90906,10336551,0
9013, 2009-02-07,5,24,26,30,35,5,12,0,11,22,104,1990,8307,102870,1157398,0
9014, 2009-02-09,8,14,15,25,26,7,9,0,21,34,152,3123,10110,138193,1436349,0
9015, 2009-02-11,1,5,10,16,27,3,4,2,22,36,141,3613,10808,145064,1404642,0
9016, 2009-02-14,10,11,20,26,27,9,11,1,26,30,49,2342,8194,102800,1147348,0
9017, 2009-02-16,5,11,23,26,33,4,12,1,8,43,86,2293,8204,97109,1026427,0
9018, 2009-02-18,1,6,13,28,29,3,9,2,31,69,184,3377,13629,139447,1376754,0
9019, 2009-02-21,4,29,31,32,35,4,10,2,71,82,512,6590,21203,217436,1808686,0
9020, 2009-02-23,5,16,18,32,35,2,11,0,27,46,135,2480,10041,120745,1268285,0
9021, 2009-02-25,1,15,31,32,34,3,8,3,26,53,507,4859,20957,224929,1881363,0
9022, 2009-02-28,12,14,17,34,35,4,11,0,14,70,203,3234,15088,157577,1527889,0
9023, 2009-03-02,15,17,21,27,33,7,11,0,9,24,122,1815,8042,94428,1060997,0
9024, 2009-03-04,29,31,32,33,35,10,11,12,674,810,297,11746,26746,125216,1150802,0
9025, 2009-03-07,3,17,22,23,33,4,10,3,9,41,159,2733,10740,114903,1255296,0
9026, 2009-03-09,24,30,31,32,34,10,12,4,28,107,301,5859,15229,130856,1191534,0
9027, 2009-03-11,3,22,26,33,34,9,10,0,7,23,82,2097,7530,112756,1197006,0
9028, 2009-03-14,6,20,30,32,35,9,11,11,32,54,588,6435,24358,305994,2129289,0
9029, 2009-03-16,3,4,13,17,24,4,11,1,8,29,66,1727,7237,86380,1030500,0
9030, 2009-03-18,1,7,27,30,32,1,4,0,9,42,99,2258,9096,100969,1143106,0
9031, 2009-03-21,7,11,19,21,22,1,11,0,14,67,110,2685,10803,98574,1083951,0
9032, 2009-03-23,4,12,20,26,29,6,10,1,26,52,234,4066,13514,151671,1451036,0
9033, 2009-03-25,2,8,18,21,32,8,11,0,19,22,181,2919,8931,127285,1329579,0
9034, 2009-03-28,5,19,31,32,35,4,9,14,130,112,1771,12948,46551,411420,2441586,0
9035, 2009-03-30,3,7,9,28,33,3,8,1,29,54,297,5357,20896,208852,1709023,0
9036, 2009-04-01,2,12,26,31,33,9,10,0,13,20,100,2702,8385,126853,1326474,0
9037, 2009-04-04,17,18,19,25,31,1,11,0,15,37,64,2135,8334,100500,1221637,0
9038, 2009-04-06,6,17,20,29,32,4,5,1,69,89,203,8797,16262,239771,1906003,0
9039, 2009-04-08,1,3,7,10,33,3,4,1,10,23,108,3401,11400,152290,1463193,0
9040, 2009-04-11,3,16,30,32,33,1,10,0,11,39,94,2970,9981,142934,1467692,0
9041, 2009-04-13,5,9,20,23,29,4,10,0,16,69,130,2508,12963,111959,1257046,0
9042, 2009-04-15,11,24,25,26,31,2,7,2,32,63,375,4926,21757,227535,1857905,0
9043, 2009-04-18,5,21,22,32,35,2,5,1,43,94,166,4723,19230,144667,1546324,0
9044, 2009-04-20,1,7,18,29,34,3,9,1,35,46,449,5072,19200,251210,2101689,0
9045, 2009-04-22,1,9,14,24,35,6,9,0,7,23,115,2252,9049,119040,1331617,0
9046, 2009-04-25,1,9,24,34,35,4,9,2,33,23,229,2970,9314,116615,1270072,0
