index,time,red1,red2,red3,red4,red5,blue1,blue2,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,hit9
20076, 2020-08-15,1,8,18,28,30,10,12,7,184,468,947,23796,26030,58142,849384,8138275
20077, 2020-08-17,17,23,28,29,32,1,3,0,65,190,404,12790,12867,32201,561375,6269837
20078, 2020-08-19,14,18,20,28,34,10,11,2,63,201,554,12416,14749,36741,544852,5983194
20079, 2020-08-22,4,16,24,29,35,2,12,5,78,168,583,13126,18857,29398,625448,6736969
20080, 2020-08-24,3,6,22,24,25,9,10,8,129,235,899,20943,26173,39874,842363,7737131
20081, 2020-08-26,1,13,15,32,35,8,10,2,44,137,396,10488,13386,24946,528334,6100277
20082, 2020-08-29,2,11,12,21,34,4,8,7,185,699,814,22451,20965,68518,747967,7539909
20083, 2020-08-31,1,2,17,32,34,4,9,5,56,120,454,8807,16560,21401,477172,5455750
20084, 2020-09-02,2,10,20,24,31,6,12,6,70,160,603,13751,19169,30721,642250,6877827
20085, 2020-09-05,3,4,11,15,28,2,3,19,392,484,2215,47242,42320,63191,1201305,9500399
20086, 2020-09-07,8,11,15,20,28,4,10,6,95,247,788,15106,19145,38317,598726,6368847
20087, 2020-09-09,1,4,20,23,29,4,8,2,55,153,563,12159,17406,26198,586230,6466860
20088, 2020-09-12,2,7,23,26,35,1,12,3,105,140,691,15149,22830,33584,679409,6999970
20089, 2020-09-14,13,16,20,22,27,1,2,2,44,123,387,10266,12343,31025,461681,5424755
20090, 2020-09-16,5,6,27,28,29,11,12,18,225,462,1058,21660,28818,60292,804619,7803494
20091, 2020-09-19,12,16,20,23,31,5,12,2,82,149,494,12314,16793,30877,563917,6334560
20092, 2020-09-21,8,11,17,31,35,7,11,3,62,122,650,11908,21399,27477,615573,6626101
20093, 2020-09-23,6,14,25,27,28,4,11,1,72,209,597,12658,18671,33835,571615,6146408
20094, 2020-09-26,4,6,7,8,16,2,8,1,113,204,854,18536,27635,38338,784567,7731196
20095, 2020-09-28,2,18,25,26,32,2,7,5,113,289,881,15162,24594,42337,675179,6961202
20096, 2020-09-30,7,8,10,25,28,3,11,3,68,255,626,14745,19168,36000,606379,6453153
20097, 2020-10-05,5,25,27,30,34,6,12,8,78,128,884,16210,24018,29730,706644,6650314
20098, 2020-10-07,4,9,15,24,35,4,10,7,195,262,1160,20203,29965,34763,813435,7591852
20099, 2020-10-10,2,3,11,15,27,4,12,7,177,506,968,23384,23105,67446,752820,7277093
20100, 2020-10-12,4,5,8,22,33,7,10,4,69,121,535,12778,19546,31100,603158,6419807
20101, 2020-10-14,3,4,5,9,34,7,9,5,109,164,746,15575,21297,34331,671376,6811718
20102, 2020-10-17,7,11,18,20,29,9,12,2,170,584,833,15575,22182,23094,774634,7753243
20103, 2020-10-19,7,12,13,19,23,2,8,7,182,419,1628,33149,44515,52192,1117693,9259326
20104, 2020-10-21,3,12,23,26,30,4,7,35,119,259,1088,13677,29394,30495,728874,7992771
20105, 2020-10-24,3,8,12,13,22,4,12,4,91,312,750,16108,21901,39743,689388,7047872
20106, 2020-10-26,2,3,11,14,27,4,10,6,261,503,855,23772,20090,64481,717272,6923940
20107, 2020-10-28,1,4,13,17,28,3,7,14,193,304,2099,32506,52221,55282,1240452,9940088
20108, 2020-10-31,2,3,6,7,33,8,9,13,80,148,694,14594,23950,31659,740212,8066681
20109, 2020-11-02,2,20,21,23,32,6,12,1,66,126,1070,12174,20990,26278,627959,7031393
20110, 2020-11-04,11,16,20,21,28,5,11,6,83,209,814,15173,27642,32536,800854,8338827
20111, 2020-11-07,5,7,9,20,28,2,7,4,110,428,1235,19315,38186,43218,947412,9143991
20112, 2020-11-09,8,11,13,30,32,2,6,2,113,116,473,12328,16958,28757,579991,6431892
20113, 2020-11-11,6,14,18,28,33,2,5,5,121,254,1036,16443,28851,41195,731413,7391139
20114, 2020-11-14,10,12,21,24,30,3,7,6,82,163,843,14344,27303,29730,759042,8412658
20115, 2020-11-16,1,9,18,19,23,1,9,13,161,215,1694,20422,36185,35881,846810,7927490
20116, 2020-11-18,8,10,12,16,22,3,9,7,73,320,778,16336,22875,50020,705288,7284123
20117, 2020-11-21,7,19,20,23,24,5,10,6,125,240,1238,19989,41560,37635,1006891,9462023
20118, 2020-11-23,1,9,15,30,33,4,9,3,59,145,626,11123,19904,25985,566499,6240030
20119, 2020-11-25,14,22,24,28,32,7,8,5,63,240,854,15776,31567,25579,839134,8441636
20120, 2020-11-28,5,25,26,30,35,4,10,6,92,229,804,17135,22849,48360,692844,7249078
20121, 2020-11-30,9,17,27,28,35,3,8,12,96,169,906,15757,28536,40624,768917,7670150
20122, 2020-12-02,8,19,29,34,35,6,11,10,145,280,1751,24566,52513,45924,1112660,9384878
20123, 2020-12-05,1,7,11,15,21,4,11,5,163,442,1121,25273,30731,65403,927496,8683750
20124, 2020-12-07,11,15,24,26,35,4,5,3,42,135,453,10384,13148,21577,482066,5556566
20125, 2020-12-09,1,2,3,8,22,1,4,2,73,228,719,16507,16450,40851,573811,5806667
20126, 2020-12-12,1,4,9,22,28,4,12,4,96,282,751,18354,22444,50853,726478,7241108
20127, 2020-12-14,1,4,17,18,26,3,10,5,51,128,648,11539,24757,24800,644116,7705435
20128, 2020-12-16,9,12,13,26,33,4,10,3,55,131,454,10969,16434,33718,478297,5423778
20129, 2020-12-19,10,22,27,33,34,1,11,2,62,124,557,12052,15874,33309,536487,5891108
20130, 2020-12-21,16,17,23,26,32,2,12,7,62,202,837,13733,29480,29224,746006,7841398
20131, 2020-12-23,8,25,27,29,35,2,3,4,84,176,690,15170,24042,32452,760440,7890557
20132, 2020-12-26,3,15,16,17,21,7,10,7,100,184,912,16286,24324,33817,732582,7747539
20133, 2020-12-28,11,24,26,33,35,8,9,2,79,161,987,16407,28553,32065,793990,8367403
20134, 2020-12-30,8,11,13,22,25,4,7,8,135,279,1137,19138,35645,51117,870269,8017469
21001, 2021-01-02,2,6,12,19,33,8,9,2,103,204,655,17394,17754,39059,678521,7183537
21002, 2021-01-04,2,16,26,31,34,9,11,3,68,139,523,12130,19537,25020,621061,6711454
21003, 2021-01-06,7,21,28,31,35,4,10,6,66,208,737,15666,24620,38305,710756,7321331
21004, 2021-01-09,5,10,17,23,28,2,8,14,252,611,1292,23898,29988,57037,815991,7733346
21005, 2021-01-11,3,7,10,12,35,3,5,1,77,125,534,12885,19823,25734,644250,7042719
21006, 2021-01-13,4,22,25,28,35,4,5,1,67,112,617,12775,22111,21797,660646,7123178
21007, 2021-01-16,5,23,30,34,35,8,10,3,160,472,974,21537,23570,57558,762189,7358478
21008, 2021-01-18,5,19,20,27,33,3,8,10,73,208,785,13831,23223,36839,628201,6520189
21009, 2021-01-20,1,3,20,29,32,5,12,1,103,197,730,15628,22189,36241,713835,7065617
21010, 2021-01-23,1,5,16,22,34,8,11,4,98,232,618,11825,18009,27136,573559,6469895
21011, 2021-01-25,6,9,11,14,21,1,3,2,299,570,724,29346,18324,57045,773019,6869595
21012, 2021-01-27,6,12,20,23,33,1,9,1,93,291,476,15822,15625,42609,610186,6523075
21013, 2021-01-30,21,27,28,30,34,8,11,4,59,121,420,10382,14831,23720,531380,6197477
21014, 2021-02-01,7,13,20,27,29,4,9,3,99,272,947,17023,27119,37510,704843,6984700
21015, 2021-02-03,4,8,17,19,25,1,7,10,259,480,895,29079,23519,65907,907429,8096031
21016, 2021-02-06,8,9,10,19,34,1,2,6,82,223,824,16821,22721,43921,698643,7325501
21017, 2021-02-08,17,21,26,29,32,2,7,5,75,212,750,14249,26911,37184,747569,7962979
21018, 2021-02-20,2,20,23,26,34,5,10,6,75,325,817,14062,31145,34883,815951,8292562
21019, 2021-02-22,1,12,13,28,29,3,4,1,134,173,747,15276,23479,28842,711854,7469224
21020, 2021-02-24,7,21,22,30,33,4,6,4,176,590,972,27825,25706,67139,874094,8178928
21021, 2021-02-27,16,18,29,33,35,9,12,3,74,111,810,14192,25517,27335,707044,7134291
21022, 2021-03-01,2,12,22,30,33,2,4,2,51,162,357,10726,13021,24754,461742,5130251
21023, 2021-03-03,7,9,13,16,32,2,9,2,70,168,631,13553,21772,32139,635045,6540184
21024, 2021-03-06,11,14,21,24,31,2,10,3,218,775,647,26741,20111,100081,788751,7739256
21025, 2021-03-08,17,18,23,30,31,10,12,1,50,168,453,11765,15134,34273,513660,5594318
21026, 2021-03-10,7,11,20,24,27,1,11,2,70,227,669,16072,24860,38632,756321,7749849
21027, 2021-03-13,9,21,22,26,30,4,12,10,179,379,1360,26741,30427,52492,927290,8238582
21028, 2021-03-15,2,3,5,17,29,4,10,5,114,248,798,13828,23420,41057,678363,7350329
21029, 2021-03-17,2,6,10,32,33,4,7,3,256,142,573,11805,18420,28719,627429,7057699
21030, 2021-03-20,18,23,25,26,32,2,7,6,62,214,1125,14050,23455,37832,672780,7220192
21031, 2021-03-22,1,4,19,20,34,3,5,27,430,390,4526,48847,67508,47582,1305444,9421267
21032, 2021-03-24,1,11,14,34,35,7,10,3,98,372,590,14341,18309,48073,563785,6299302
21033, 2021-03-27,1,3,5,30,32,1,5,5,68,178,611,10885,18161,26932,555630,6231700
21034, 2021-03-29,8,10,14,25,34,7,8,0,71,143,470,12434,18914,24856,627922,6844868
21035, 2021-03-31,5,11,16,30,32,3,4,6,74,308,535,16045,19183,32882,670906,6977158
21036, 2021-04-03,8,17,25,28,33,7,11,6,277,460,872,19721,22232,48256,718375,7224232
21037, 2021-04-05,10,21,27,29,33,4,12,8,69,137,709,13053,20342,26394,610586,6469453
21038, 2021-04-07,9,11,20,29,32,1,7,17,199,409,1199,24958,28590,55613,850882,7658403
21039, 2021-04-10,4,12,14,21,35,2,11,7,94,157,739,15087,25376,35151,756379,8168464
21040, 2021-04-12,2,3,9,16,19,3,7,8,136,255,783,22635,34321,44798,942788,9389464
21041, 2021-04-14,2,5,9,11,32,4,9,9,139,213,1805,30004,53505,46217,1299956,10758672
21042, 2021-04-17,9,15,20,23,29,4,5,4,156,242,785,17300,25320,35794,790064,8509484
21043, 2021-04-19,7,12,17,19,34,1,10,14,173,312,1451,25333,38160,50065,978624,8917877
21044, 2021-04-21,6,18,31,33,35,10,11,11,177,450,996,23804,26765,59111,859833,8036550
21045, 2021-04-24,1,4,6,11,19,7,9,3,105,262,1060,21249,31241,48967,900230,9065110
21046, 2021-04-26,6,8,12,14,18,6,8,12,113,191,2385,20816,58918,34830,1161566,11055277
21047, 2021-04-28,1,6,9,25,33,4,8,2,74,184,659,14392,19422,30178,636336,7028666
21048, 2021-05-01,4,7,17,21,27,10,12,11,215,476,913,26002,24751,66415,869366,8516685
21049, 2021-05-03,1,10,22,23,25,2,12,2,95,105,518,11740,17336,27581,569022,6244043
21050, 2021-05-05,9,22,32,33,35,5,10,7,106,257,1102,18985,26635,39182,719712,7248581
21051, 2021-05-08,1,4,14,16,19,3,4,9,198,309,1508,24943,40871,41607,1028250,9580257
21052, 2021-05-10,2,11,13,14,30,9,12,6,99,305,824,18773,18919,47369,728426,7712710
21053, 2021-05-12,3,6,15,17,35,7,11,5,115,162,1037,16471,39367,31430,1013723,9792164
21054, 2021-05-15,3,6,17,20,25,3,9,5,112,218,877,15460,23608,32561,690398,7345001
21055, 2021-05-17,3,6,10,11,24,10,11,5,100,112,220,766,19700,36209,615981,6711034
21056, 2021-05-19,3,11,16,21,26,9,10,9,100,195,655,15236,19195,33919,670768,7233006
21057, 2021-05-22,5,7,19,20,28,5,7,39,306,710,3318,42143,65738,78921,1392001,11084855
21058, 2021-05-24,13,15,17,23,34,1,11,2,53,175,596,14049,18347,31710,636699,6932967
21059, 2021-05-26,4,16,27,28,35,2,9,12,146,78,414,1488,21608,40214,39912,9063124
21060, 2021-05-29,9,13,25,31,33,3,7,8,105,178,2430,22335,79045,37363,1470060,12694054
21061, 2021-05-31,15,19,20,26,32,4,7,7,100,230,1032,18516,32712,33028,909788,8985884
21062, 2021-06-02,4,6,23,32,34,5,7,5,71,124,513,10962,20426,23121,638212,7468612
21063, 2021-06-05,5,9,14,29,30,9,11,9,260,751,1388,30081,32362,71445,985176,9083589
21064, 2021-06-07,1,17,19,32,34,6,10,2,60,121,501,11876,20137,23536,639420,7576305
21065, 2021-06-09,23,25,30,31,35,7,8,6,76,111,677,12596,23488,24345,720856,8025839
21066, 2021-06-12,24,26,29,34,35,9,11,12,317,443,1202,30594,27605,47958,827056,7577873
21067, 2021-06-14,1,4,22,23,34,8,9,1,59,130,582,10264,17057,23665,514151,5743465
21068, 2021-06-16,2,20,21,26,30,2,10,13,115,261,829,19029,22729,39456,792435,7704055
21069, 2021-06-19,1,3,24,32,33,4,6,4,81,267,780,16276,21558,45686,696398,7616792
21070, 2021-06-21,3,20,21,22,24,6,12,1,59,155,606,12018,19868,26802,581052,6353547
21071, 2021-06-23,8,11,16,29,35,1,4,9,79,309,748,14923,17364,38402,570096,6124064
21072, 2021-06-26,2,3,15,22,26,3,11,3,123,235,675,15248,22035,34172,681041,7214366
21073, 2021-06-28,8,12,14,20,24,6,10,2,101,277,641,16729,19665,40480,673183,6962512
21074, 2021-06-30,11,14,18,20,25,3,7,1,84,238,710,14988,22169,31064,684274,7259207
21075, 2021-07-03,6,14,15,17,20,1,5,2,51,139,563,14067,17284,32859,635672,6996530
21076, 2021-07-05,6,13,22,25,26,2,4,2,129,272,857,20939,26575,45931,814596,8002985
21077, 2021-07-07,2,6,9,21,25,6,8,4,64,153,803,13978,25725,28751,737578,7536794
21078, 2021-07-10,2,8,17,19,25,1,5,3,91,261,598,18626,17142,41848,630356,6775889
21079, 2021-07-12,6,14,19,26,33,8,11,6,75,233,573,13290,18603,34162,570966,6160207
21080, 2021-07-14,15,16,20,29,30,6,10,8,118,172,965,19243,31157,35002,831357,8033260
21081, 2021-07-17,5,13,24,29,35,7,8,2,70,155,892,16232,26732,31303,777797,8408805
21082, 2021-07-19,1,14,22,29,33,3,10,11,89,178,706,13287,18631,33353,574594,6258747
21083, 2021-07-21,7,9,11,26,35,1,8,6,84,134,660,12465,19690,32951,588059,6258205
21084, 2021-07-24,2,10,14,30,33,6,9,6,130,172,1024,16283,32829,27731,863585,8864953
21085, 2021-07-26,1,12,15,26,35,10,11,6,99,176,850,16538,21811,31666,666153,6653402
21086, 2021-07-28,2,3,7,16,17,6,10,1,71,221,678,15562,17750,41253,648922,6798796
21087, 2021-07-31,10,14,15,25,28,3,10,6,177,408,470,12514,16328,32747,546870,6063683
21088, 2021-08-02,2,14,31,34,35,1,7,2,63,119,674,11411,20655,22293,602567,6601015
21089, 2021-08-04,1,17,24,28,35,10,12,3,48,140,462,11398,14045,30665,493797,5466636
21090, 2021-08-07,6,7,19,26,32,6,12,2,236,330,1120,23475,29516,55837,872003,8078252
21091, 2021-08-09,1,4,10,21,29,3,5,5,155,314,953,20996,25135,39968,827965,7847775
21092, 2021-08-11,12,14,27,28,34,3,7,2,108,258,717,18734,18276,60101,650790,6803478
21093, 2021-08-14,20,25,27,28,31,8,11,2,66,122,576,11247,21737,24479,669464,7337132
21094, 2021-08-16,5,6,24,27,33,5,12,6,77,191,698,14153,23579,36414,659830,6765526
21095, 2021-08-18,10,15,19,20,30,11,12,2,116,422,848,16752,18728,57524,583419,6214350
21096, 2021-08-21,7,8,10,20,21,1,5,10,204,490,835,21809,18979,54852,648783,6468123
21097, 2021-08-23,11,26,30,31,33,3,10,1,45,121,624,11667,23816,26616,665842,6958885
21098, 2021-08-25,2,7,21,27,33,7,9,2,62,145,673,13791,22556,23961,642490,6892965
21099, 2021-08-28,15,19,27,28,30,3,4,1,130,316,574,15989,18364,44545,684678,7355371
21100, 2021-08-30,7,11,23,26,28,2,7,3,96,243,1110,17341,33067,37146,812838,7815084
21101, 2021-09-01,13,18,19,27,32,6,11,6,101,201,1174,17774,41843,37636,856071,7675685
21102, 2021-09-04,2,8,11,16,23,2,7,13,117,253,896,17767,22665,41183,698565,6882807
21103, 2021-09-06,4,10,23,30,31,5,11,1,61,286,591,12839,17468,29351,577256,6363127
21104, 2021-09-08,23,25,26,30,33,3,11,2,71,180,446,11225,14485,26630,552125,6271020
21105, 2021-09-11,7,10,11,17,18,4,9,4,117,256,1385,18809,42052,40883,982391,9249059
21106, 2021-09-13,2,13,14,32,34,2,12,0,97,254,568,14886,18764,36303,605485,6289447
21107, 2021-09-15,3,5,13,20,25,7,11,9,70,259,759,14132,21906,34330,652656,6949810
21108, 2021-09-18,5,19,22,26,35,2,6,8,69,182,554,14296,20159,35274,665485,7317673
21109, 2021-09-20,3,4,7,27,31,6,9,4,83,230,950,15090,24971,44277,677980,6899256
21110, 2021-09-22,11,14,29,31,32,11,12,6,75,153,487,11756,18952,27619,572349,6244129
21111, 2021-09-25,7,8,15,19,28,8,9,12,232,378,1460,31348,35927,57828,1041469,9038002
21112, 2021-09-27,18,21,22,23,35,11,12,1,61,168,425,10253,12208,30137,447935,5276434
21113, 2021-09-29,17,18,25,27,28,4,8,6,139,321,819,21545,25015,43045,794587,7637226
21114, 2021-10-06,8,9,13,29,30,1,11,1,110,359,735,19250,18035,56556,708639,7208028
21115, 2021-10-09,8,13,19,20,29,6,10,2,114,299,915,18106,27125,40669,775881,7940977
21116, 2021-10-11,4,25,28,29,35,3,11,2,73,216,507,15183,19712,35333,660075,6836344
21117, 2021-10-13,11,18,21,22,33,5,6,8,169,386,1023,23879,25546,59521,835138,8042805
21118, 2021-10-16,14,17,18,28,34,2,3,4,98,190,857,17725,26280,39267,768658,7722655
21119, 2021-10-18,1,2,9,16,30,9,10,4,141,370,899,25998,24014,50345,857257,7898899
21120, 2021-10-20,5,10,21,25,31,5,11,10,104,225,764,16893,21614,36775,686495,7037722
21121, 2021-10-23,2,15,19,29,30,2,9,3,115,282,1061,17572,31713,39789,793633,7759934
21122, 2021-10-25,14,15,26,27,29,4,5,2,105,153,791,16998,22999,36119,741756,7650471
21123, 2021-10-27,8,23,26,27,33,8,9,3,63,140,685,14580,23864,29279,723912,7815853
21124, 2021-10-30,10,17,22,25,35,7,9,3,83,276,631,17502,20483,43194,730751,7862000
21125, 2021-11-01,17,19,21,27,31,4,9,1,103,291,762,17094,21546,44704,676603,6969004
21126, 2021-11-03,1,11,12,34,35,9,12,2,119,269,486,16669,15141,36413,568696,5963617
21127, 2021-11-06,1,2,15,17,26,2,11,3,64,154,675,14339,22561,30721,696257,7457768
21128, 2021-11-08,14,17,18,23,27,5,8,9,128,207,1614,18537,42438,41532,922069,8589784
21129, 2021-11-10,2,16,17,18,34,4,10,0,63,160,668,12577,21582,26582,606399,7090565
21130, 2021-11-13,2,3,14,27,28,5,10,14,140,440,984,19754,26151,54333,724660,7388721
21131, 2021-11-15,6,8,16,34,35,5,6,2,69,159,542,13775,19533,28515,643976,7074469
21132, 2021-11-17,4,21,28,29,33,3,11,10,149,265,1752,23167,40592,41733,997762,8978228
21133, 2021-11-20,8,9,17,26,28,6,8,13,204,324,2040,27042,46733,47027,1081304,9931451
21134, 2021-11-22,2,6,14,19,28,1,6,4,57,271,691,15362,19690,42490,650667,7009503
21135, 2021-11-24,4,7,17,29,31,5,6,4,79,254,685,17361,20268,44039,699495,7330829
21136, 2021-11-27,8,12,19,27,33,2,5,2,203,611,1115,24997,26299,69770,880503,8737752
21137, 2021-11-29,2,7,13,14,19,4,5,7,85,197,670,15370,23894,34026,738399,7927785
21138, 2021-12-01,9,11,12,15,31,5,11,4,79,155,532,12822,16414,33901,587716,6414664
21139, 2021-12-04,5,13,18,23,34,8,9,29,230,270,1718,26750,37446,41885,1030061,9597496
21140, 2021-12-06,5,24,26,33,35,9,12,2,117,197,851,17616,28254,30411,813653,8146994
21141, 2021-12-08,2,8,16,29,34,5,12,3,165,250,525,15031,16713,46066,588424,6516943
21142, 2021-12-11,11,13,17,19,25,2,9,6,99,220,939,18513,29257,46631,847935,8517373
21143, 2021-12-13,9,17,19,29,34,4,11,11,114,275,1800,23233,47458,43275,1057928,9515937
21144, 2021-12-15,3,20,25,30,34,2,9,2,53,131,433,11201,15619,31183,535549,6390018
21145, 2021-12-18,3,8,25,29,30,1,6,5,126,436,621,16723,18131,45023,627435,6880884
21146, 2021-12-20,3,5,8,18,20,9,11,7,177,287,1115,16449,22933,43815,689494,7063642
21147, 2021-12-22,1,2,8,12,26,1,7,4,87,250,675,15691,18519,37392,657179,6854511
21148, 2021-12-25,1,4,12,16,29,4,8,6,169,244,788,17058,31803,34941,859647,8564163
21149, 2021-12-27,20,26,28,30,35,10,11,1,71,134,606,12296,20761,24603,631330,6822377
21150, 2021-12-29,4,10,11,23,26,7,10,5,124,213,1074,19087,28407,37418,794460,7975159
22001, 2022-01-01,8,11,19,22,29,3,11,11,283,714,1169,30600,32362,69297,1019269,9279915
22002, 2022-01-03,4,6,7,9,24,4,12,5,120,214,874,20129,27432,39403,862785,8304661
22003, 2022-01-05,2,18,24,25,34,8,12,5,99,192,741,18865,21859,41400,754876,7604445
22004, 2022-01-08,7,20,27,30,33,3,4,2,73,240,595,16060,19606,45200,681026,7273560
22005, 2022-01-10,2,13,17,19,34,5,9,16,142,170,2929,20736,56293,31762,1057100,9663437
22006, 2022-01-12,1,5,7,17,20,5,12,2,89,202,692,15323,20616,39938,668511,6948809
22007, 2022-01-15,5,22,23,25,35,3,11,3,81,164,719,15851,22464,32750,702699,7598638
22008, 2022-01-17,1,2,13,18,34,6,7,1,116,232,838,14769,24884,36002,720211,7998918
22009, 2022-01-19,13,14,18,31,33,7,10,6,82,207,881,14692,23616,33467,685206,7192166
22010, 2022-01-22,4,19,25,31,35,2,11,2,65,214,785,14852,23653,31706,709231,7511249
22011, 2022-01-24,3,5,17,24,32,5,12,5,176,285,1425,24393,36555,42982,914210,8669886
22012, 2022-01-26,3,5,10,33,34,7,10,6,86,118,532,13364,19514,30876,658631,7309878
22013, 2022-02-09,4,9,16,25,32,5,6,11,325,557,844,23499,24522,56068,809156,8142628
22014, 2022-02-12,1,4,10,18,32,1,9,3,83,171,577,13737,18095,28511,611670,6886328
22015, 2022-02-14,1,2,8,12,30,5,12,14,105,270,829,16260,25525,41518,707958,7196243
22016, 2022-02-16,1,7,17,26,32,1,9,2,74,335,394,13663,15670,29562,573446,6177125
22017, 2022-02-19,10,14,18,23,25,7,11,5,74,268,789,14696,25692,29658,739116,7637259
22018, 2022-02-21,16,21,29,31,34,6,9,8,101,166,1184,16415,34383,30770,832470,8364549
22019, 2022-02-23,1,4,7,17,21,1,2,8,131,365,877,15583,16535,38620,527990,5533599
22020, 2022-02-26,16,17,30,31,35,8,9,3,65,181,785,13910,24268,27720,705774,7553005
22021, 2022-02-28,11,15,16,18,35,6,9,4,67,193,538,13236,19385,29445,631738,6768989
22022, 2022-03-02,1,5,14,17,28,6,7,4,91,180,690,17766,26097,36129,833300,8108922
22023, 2022-03-05,4,5,18,20,25,11,12,9,161,413,1199,20694,30239,48145,858806,8255393
22024, 2022-03-07,1,2,11,30,35,1,12,1,113,200,1041,14092,23740,31858,574412,5705028
22025, 2022-03-09,4,7,22,24,29,1,7,2,79,217,439,13932,16248,37289,604421,6530117
22026, 2022-03-12,11,14,22,23,27,8,10,4,80,191,840,17790,26500,34580,795948,8130451
22027, 2022-03-14,3,6,11,31,32,5,12,7,67,133,715,13832,21494,31595,649567,6813654
22028, 2022-03-16,4,9,16,17,35,1,7,5,227,371,1105,25391,26796,48750,807007,7228397
22029, 2022-03-19,7,8,10,14,17,10,12,3,110,283,1039,18387,20548,51875,722311,7360991
22030, 2022-03-21,12,14,15,21,30,1,9,3,55,183,591,14850,17354,34226,615112,6569644
22031, 2022-03-23,7,14,16,20,28,4,8,3,119,233,920,17794,29703,32628,816972,7952477
22032, 2022-03-26,5,9,18,31,32,1,5,0,140,255,510,19429,17722,49344,707632,7161312
22033, 2022-03-28,8,15,16,19,33,3,4,5,133,278,1056,17791,28987,36702,795081,7419385
22034, 2022-03-30,2,10,24,27,28,6,7,6,111,170,888,17806,23755,29182,755431,7644829
22035, 2022-04-02,9,11,13,23,31,5,8,3,148,190,1295,18234,42069,37253,939289,8571164
22036, 2022-04-04,18,19,21,26,34,6,7,2,108,189,406,12591,15205,33181,556962,6124882
22037, 2022-04-06,1,9,17,20,28,6,10,1,127,312,626,17527,19634,43577,692657,6952448
22038, 2022-04-09,7,9,11,12,26,9,12,17,147,275,1246,19683,29806,39843,802778,7963584
22039, 2022-04-11,1,8,11,22,31,5,11,3,66,187,648,15717,22425,30427,692636,7012595
22040, 2022-04-13,10,19,25,29,33,8,12,10,8,187,93,94,93,351,182,1115
22041, 2022-04-16,5,15,25,26,33,6,11,5,132,329,740,15555,21732,39019,654589,7009732
22042, 2022-04-18,8,10,11,29,32,2,6,5,79,219,566,14311,17161,40092,609086,6633055
22043, 2022-04-20,2,16,17,24,30,9,12,14,319,643,917,25802,25985,56967,858256,7971094
22044, 2022-04-23,1,2,16,17,20,3,7,4,86,186,729,15278,22551,33147,721482,8175148
22045, 2022-04-25,2,3,7,12,20,1,5,1,103,216,713,16747,23844,36044,762891,7734074
22046, 2022-04-27,6,7,12,22,27,3,5,7,114,114,288,683,19989,44161,698658,3905296
22047, 2022-04-30,7,10,11,12,33,3,11,4,72,214,647,14570,17496,37927,595538,6301111
22048, 2022-05-02,16,22,28,29,32,8,9,1,80,126,980,14446,30028,24469,754552,7532085
22049, 2022-05-04,6,10,20,28,35,1,10,5,70,139,552,12227,18875,28025,568036,6009194
22050, 2022-05-07,2,10,21,24,30,8,10,4,78,201,538,12596,17841,30146,573786,6334025
22051, 2022-05-09,1,16,17,19,33,5,6,8,108,160,1254,18323,20633,30922,889028,8102947
22052, 2022-05-11,1,13,18,29,35,4,9,7,55,122,881,12974,30757,25407,755581,7821043
22053, 2022-05-14,9,17,19,20,25,1,9,18,311,804,1636,33319,33670,80371,989758,8505724
22054, 2022-05-16,5,16,21,23,34,7,10,19,223,367,2017,44686,39920,72630,1102575,9051658
22055, 2022-05-18,1,2,12,15,23,4,6,6,60,199,572,12719,17889,33396,599064,6654164
22056, 2022-05-21,2,11,15,17,31,7,9,0,102,182,652,14958,24285,30091,722929,7736725
22057, 2022-05-23,6,12,18,21,35,7,10,6,89,218,556,15161,17207,34761,626597,6628897
22058, 2022-05-25,3,4,24,26,35,7,8,8,58,152,564,12079,18279,28750,597946,6765698
22059, 2022-05-28,4,15,18,32,34,4,9,5,59,141,772,12536,26354,27340,728226,7963615
22060, 2022-05-30,2,6,10,11,20,3,9,2,134,265,626,17026,20276,39833,647585,6566654
22061, 2022-06-01,6,9,19,22,30,1,6,5,112,427,1317,20154,38461,46593,869762,7742784
22062, 2022-06-04,5,9,11,12,31,7,11,4,107,260,959,18126,24922,36188,750129,7359254
22063, 2022-06-06,2,3,22,26,31,6,10,2,49,129,518,11005,17391,25120,535769,5991860
22064, 2022-06-08,2,19,22,25,35,5,7,1,56,128,473,11479,18325,22881,602441,6788559
22065, 2022-06-11,5,10,13,22,28,1,4,2,128,323,762,14203,18249,39898,610518,6679752
22066, 2022-06-13,2,24,25,26,34,3,12,2,75,140,507,12377,18597,27513,589851,6686538
22067, 2022-06-15,4,14,15,32,33,10,11,9,185,433,809,20310,20899,42547,698049,6950913
22068, 2022-06-18,3,6,10,15,23,3,8,4,125,200,95,923,32404,39159,853658,8307867
22069, 2022-06-20,2,3,23,28,35,2,9,2,79,178,768,16584,24958,32450,745701,8275733
22070, 2022-06-22,1,7,17,23,35,7,11,5,146,416,814,19154,25121,46191,778772,7566220
22071, 2022-06-25,9,15,19,25,29,8,9,65,348,468,1484,25803,36893,43253,932094,8392613
22072, 2022-06-27,1,12,13,15,30,3,7,2,66,149,571,10747,19280,26667,579159,6415018
22073, 2022-06-29,11,18,21,25,32,2,4,2,85,174,557,17105,20455,38693,682514,6977633
